 Mortalidade - Brasil,,,,,,,,,,,,,,,,,,,,,
�bitos p/Ocorr�nc por Munic�pio e Ano do �bito,,,,,,,,,,,,,,,,,,,,,
Categoria CID-10: X93   Agressao disparo de arma de fogo de mao, X94   Agressao disparo arma fogo de maior calibre, X95   Agressao disparo outr arma de fogo ou NE,,,,,,,,,,,,,,,,,,,
Per�odo:1996-2015,,,,,,,,,,,,,,,,,,,,,
Munic�pio,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
421630 S�o Jo�o Batista,-,-,-,-,-,1,-,-,-,-,2,1,2,-,2,2,1,2,2,4,19
421635 S�o Jo�o do Itaperi�,-,-,-,2,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,5
421640 S�o Jo�o do Sul,-,-,-,-,1,-,-,-,-,-,-,2,-,-,-,-,-,1,-,-,4
421650 S�o Joaquim,2,-,-,2,-,-,2,3,-,1,-,1,-,3,1,-,2,-,4,2,23
421660 S�o Jos�,5,10,8,6,17,14,22,40,41,44,36,32,34,44,33,38,33,34,34,31,556
421670 S�o Jos� do Cedro,-,3,-,-,-,1,-,-,-,-,-,1,-,-,-,2,-,-,-,-,7
421680 S�o Jos� do Cerrito,2,-,-,-,-,1,1,1,-,-,2,-,-,1,-,-,1,1,1,-,11
421690 S�o Louren�o do Oeste,-,-,2,-,2,-,1,3,-,1,2,1,-,2,1,-,2,1,-,-,18
421700 S�o Ludgero,-,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,3
421715 S�o Miguel da Boa Vista,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1
421720 S�o Miguel do Oeste,1,1,-,3,3,3,2,2,1,1,1,1,-,-,2,2,1,2,5,3,34
421725 S�o Pedro de Alc�ntara,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2
421730 Saudades,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2
421740 Schroeder,-,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,2,-,5
421750 Seara,-,1,-,1,-,-,1,1,1,1,1,-,-,-,1,1,-,-,-,-,9
421760 Sider�polis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,4
421770 Sombrio,-,1,-,1,2,1,1,-,-,1,3,-,2,1,-,-,-,-,1,-,14
421775 Sul Brasil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1
421780 Tai�,3,1,-,-,-,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,7
421790 Tangar�,2,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,5
421800 Tijucas,-,1,-,1,1,-,1,1,-,-,4,2,5,6,4,1,10,6,2,4,49
421810 Timb� do Sul,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,4
421820 Timb�,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,1,1,-,1,-,6
421825 Timb� Grande,-,1,1,3,-,-,2,-,-,2,-,1,-,-,-,-,-,1,1,-,12
421830 Tr�s Barras,-,-,1,-,1,1,1,-,-,-,-,-,-,-,-,2,1,2,-,-,9
421840 Treze de Maio,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,1,-,4
421850 Treze T�lias,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,2
421860 Trombudo Central,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
421870 Tubar�o,2,1,-,-,3,3,2,3,3,1,2,1,4,10,12,16,6,2,6,11,88
421875 Tun�polis,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
421880 Turvo,-,-,-,1,-,-,-,-,-,-,1,-,-,-,1,-,-,1,-,-,4
421885 Uni�o do Oeste,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,3
421890 Urubici,-,1,-,1,-,1,-,-,-,-,1,2,-,-,1,1,-,1,1,1,11
421900 Urussanga,-,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,3
421910 Varge�o,-,-,-,-,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,3
421915 Vargem,1,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,4
421917 Vargem Bonita,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,3
421920 Vidal Ramos,-,-,-,-,1,-,-,1,1,-,1,-,-,-,1,-,-,-,1,-,6
421930 Videira,6,1,4,1,6,1,1,5,-,3,1,2,1,3,2,3,1,-,3,1,45
421935 Vitor Meireles,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,3
421950 Xanxer�,1,3,5,1,-,-,1,3,3,2,2,1,2,1,2,3,1,-,1,3,35
421960 Xavantina,-,-,-,1,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,3
421970 Xaxim,1,2,5,2,2,-,1,2,2,3,2,-,1,2,1,1,1,-,1,3,32
430003 Acegu�,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,1,-,-,4
430005 �gua Santa,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2
430010 Agudo,1,-,-,-,-,1,-,-,-,-,1,-,-,-,1,-,1,-,1,-,6
430020 Ajuricaba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1
430030 Alecrim,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,2
430040 Alegrete,9,5,4,11,10,9,18,10,7,11,13,7,4,3,1,5,4,5,1,4,141
430045 Alegria,-,-,-,1,-,1,-,-,-,1,-,3,-,1,2,-,-,-,-,-,9
430050 Alpestre,1,2,-,2,3,5,1,-,-,1,2,1,3,-,4,-,2,-,-,-,27
430055 Alto Alegre,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1
430060 Alvorada,32,31,33,33,35,53,60,47,84,83,54,81,96,72,76,97,130,88,132,130,1447
430063 Amaral Ferrador,-,-,1,1,-,-,-,1,-,-,-,2,-,-,-,1,-,-,-,-,6
430064 Ametista do Sul,-,1,-,-,2,-,1,1,1,-,1,2,1,1,-,-,-,1,1,-,13
430070 Anta Gorda,-,-,2,-,-,-,-,2,-,-,-,-,-,-,-,1,-,-,-,-,5
430080 Ant�nio Prado,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,3
430085 Arambar�,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2
430087 Araric�,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,1,3
430090 Aratiba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
430100 Arroio do Meio,-,-,-,-,-,-,1,2,-,-,2,-,-,1,-,-,2,2,1,2,13
430105 Arroio do Sal,-,-,-,-,-,1,1,-,-,-,-,2,1,-,-,-,-,3,1,1,10
430120 Arroio do Tigre,1,2,-,-,1,-,-,1,1,1,1,2,1,1,-,4,-,1,1,-,18
430110 Arroio dos Ratos,2,1,-,2,2,-,2,-,-,1,-,-,1,1,-,-,-,4,1,1,18
430130 Arroio Grande,-,-,1,-,-,1,2,-,3,-,-,-,-,-,-,1,1,-,-,3,12
430140 Arvorezinha,1,1,1,5,2,1,-,1,2,5,2,-,-,-,2,3,-,2,2,-,30
430150 Augusto Pestana,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,2
430155 �urea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1
430160 Bag�,6,8,5,9,6,9,11,10,8,5,4,4,-,7,7,7,1,6,5,4,122
430163 Balne�rio Pinhal,-,-,-,-,-,2,3,5,1,1,-,2,4,3,-,4,1,1,3,5,35
430165 Bar�o,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,3
430170 Bar�o de Cotegipe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
430175 Bar�o do Triunfo,-,1,-,-,-,-,-,-,-,1,1,-,-,-,-,1,1,-,1,1,7
430185 Barra do Guarita,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,1,-,2,-,5
430187 Barra do Quara�,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,3
430190 Barra do Ribeiro,-,1,-,2,-,-,-,-,3,-,1,-,2,1,-,1,-,5,-,1,17
430195 Barra Funda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
430180 Barrac�o,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,5
430200 Barros Cassal,-,1,3,4,1,2,2,5,3,1,-,-,1,1,1,3,2,-,1,-,31
430210 Bento Gon�alves,8,7,8,5,3,6,5,6,4,10,9,5,9,14,10,9,7,11,19,16,171
430215 Boa Vista das Miss�es,2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
430222 Boa Vista do Cadeado,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
430230 Bom Jesus,1,2,-,1,3,2,-,-,-,1,1,3,3,2,-,2,-,-,-,-,21
430235 Bom Princ�pio,-,-,2,-,1,2,-,1,-,1,-,1,-,1,-,-,-,-,-,-,9
430240 Bom Retiro do Sul,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,2
430245 Boqueir�o do Le�o,-,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,4
430250 Bossoroca,-,-,1,-,1,2,-,-,1,1,2,2,-,-,-,1,-,-,-,-,11
430260 Braga,-,-,-,-,-,-,-,1,2,1,-,-,-,-,-,-,-,2,-,1,7
430270 Buti�,-,2,1,-,1,1,3,-,2,-,1,2,-,1,-,1,3,3,2,7,30
430280 Ca�apava do Sul,1,2,-,3,-,3,1,3,-,1,1,1,2,2,1,1,8,4,2,2,38
430290 Cacequi,1,-,-,-,-,2,1,-,-,1,1,1,-,1,1,3,-,-,-,1,13
430300 Cachoeira do Sul,10,2,3,4,2,2,6,6,3,-,4,3,1,1,3,2,2,8,5,3,70
430310 Cachoeirinha,8,19,15,18,27,22,24,29,25,27,20,33,30,27,20,27,25,27,31,37,491
430320 Cacique Doble,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,2
430330 Caibat�,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,2
430340 Cai�ara,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,3
430350 Camaqu�,5,9,7,2,1,2,3,4,5,6,4,2,3,5,4,7,3,4,4,6,86
430360 Cambar� do Sul,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,3
430367 Campestre da Serra,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,1,4
430370 Campina das Miss�es,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,1,-,1,-,4
430380 Campinas do Sul,-,-,-,1,-,-,-,-,-,3,-,1,-,-,-,-,-,-,-,1,6
430390 Campo Bom,2,6,5,4,2,3,4,1,1,2,2,3,8,3,4,1,5,7,5,10,78
430400 Campo Novo,-,-,1,1,-,2,1,1,4,1,1,-,1,2,-,-,-,-,1,-,16
430410 Campos Borges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
430420 Candel�ria,2,1,6,7,1,3,3,1,4,5,2,5,2,7,6,11,8,7,9,9,99
430430 C�ndido God�i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1
430435 Candiota,-,-,-,1,1,-,-,-,1,-,-,-,1,1,-,1,1,-,-,-,7
430440 Canela,1,1,3,2,4,6,4,-,-,3,4,1,1,-,2,2,-,1,1,4,40
430450 Cangu�u,-,2,3,1,1,1,-,1,-,-,-,2,1,-,1,1,2,1,1,2,20
430460 Canoas,63,65,54,47,57,73,70,95,59,85,86,91,109,112,100,90,114,111,127,133,1741
430462 Cap�o Bonito do Sul,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,-,-,-,-,-,3
430463 Cap�o da Canoa,-,3,-,2,3,2,3,2,3,6,10,9,3,23,17,16,19,14,15,13,163
430465 Cap�o do Cip�,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1
430466 Cap�o do Le�o,-,-,1,1,-,1,1,1,1,4,1,-,2,-,-,1,1,1,1,4,21
430468 Capela de Santana,1,1,-,-,-,2,-,-,2,-,1,-,1,1,-,1,1,1,1,3,16
430469 Capit�o,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2
430467 Capivari do Sul,-,-,-,1,-,-,1,-,-,-,-,1,-,-,-,1,-,-,-,-,4
430471 Cara�,-,-,1,-,-,-,-,-,-,-,-,1,-,-,2,-,-,-,-,-,4
430470 Carazinho,4,4,3,4,2,-,2,3,2,1,6,6,5,1,7,5,9,3,2,15,84
430480 Carlos Barbosa,3,1,1,1,1,2,1,2,-,-,-,1,-,2,-,-,1,1,1,-,18
430490 Casca,-,-,-,-,-,-,-,-,-,1,3,1,-,-,1,-,-,-,1,-,7
430495 Caseiros,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3
430500 Catu�pe,-,-,2,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,5
430510 Caxias do Sul,40,44,58,51,44,79,52,56,67,70,81,71,79,76,98,77,91,74,71,79,1358
430512 Cerrito,-,-,-,-,-,-,-,-,1,-,1,-,2,-,-,2,-,-,-,-,6
430513 Cerro Branco,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,2
430515 Cerro Grande,1,-,-,-,-,-,-,-,1,-,1,-,1,-,1,-,-,-,-,-,5
430517 Cerro Grande do Sul,1,-,-,1,-,-,1,-,2,4,2,-,1,3,1,4,1,1,-,2,24
430520 Cerro Largo,-,1,2,1,1,-,1,1,-,-,-,-,1,-,-,-,-,-,-,-,8
430530 Chapada,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,2
430535 Charqueadas,1,-,-,-,1,3,1,2,3,2,3,2,1,-,-,-,1,2,-,-,22
430537 Charrua,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
430540 Chiapetta,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,2
430543 Chu�,-,-,-,-,1,2,-,-,-,-,-,1,2,-,-,-,-,-,2,-,8
430544 Chuvisca,-,-,-,-,-,2,1,-,-,-,-,1,-,-,-,-,-,-,-,-,4
430545 Cidreira,3,1,1,1,-,-,2,2,-,1,3,4,3,7,1,1,6,3,1,10,50
430550 Cir�aco,-,-,-,-,1,2,1,-,-,1,1,1,-,3,1,-,-,1,-,1,13
430558 Colinas,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,2
430560 Colorado,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
430570 Condor,1,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,4
430580 Constantina,-,-,1,1,-,-,1,-,-,-,-,-,-,2,1,-,-,1,1,-,8
430583 Coqueiro Baixo,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
430585 Coqueiros do Sul,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
430587 Coronel Barros,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
430590 Coronel Bicaco,1,-,-,-,-,1,1,1,-,4,1,1,-,-,2,-,-,-,1,-,13
430595 Cotipor�,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,3,-,-,-,4
430597 Coxilha,-,1,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,3
430600 Crissiumal,-,-,-,-,-,-,1,-,-,2,1,-,-,1,1,-,-,-,-,1,7
430605 Cristal,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,1,1,6
430607 Cristal do Sul,-,1,-,-,1,1,-,3,-,-,-,-,-,-,-,1,-,-,-,-,7
430610 Cruz Alta,3,8,5,6,3,8,5,6,6,10,3,10,14,11,17,8,5,6,13,16,163
430613 Cruzaltense,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
430620 Cruzeiro do Sul,2,-,-,-,1,1,-,1,1,-,2,-,1,1,-,1,-,-,1,3,15
430630 David Canabarro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
430632 Derrubadas,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,2
430635 Dezesseis de Novembro,1,-,1,1,-,-,-,2,-,-,1,-,-,-,-,1,-,-,-,-,7
430637 Dilermando de Aguiar,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,3
430640 Dois Irm�os,-,3,-,3,-,1,3,-,2,2,2,1,-,2,2,1,-,2,2,-,26
430642 Dois Irm�os das Miss�es,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2
430645 Dois Lajeados,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,3
430650 Dom Feliciano,1,-,-,-,-,-,1,1,1,3,2,2,2,-,-,-,-,1,-,2,16
430660 Dom Pedrito,1,2,-,1,3,5,2,-,3,3,1,3,3,3,4,-,2,3,-,1,40
430655 Dom Pedro de Alc�ntara,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1
430670 Dona Francisca,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2
430673 Doutor Maur�cio Cardoso,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
430675 Doutor Ricardo,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1
430676 Eldorado do Sul,2,2,-,3,1,4,4,8,10,2,5,6,6,10,5,6,6,4,18,6,108
430680 Encantado,-,-,-,-,-,-,-,1,-,-,2,-,1,-,1,1,1,-,3,3,13
430690 Encruzilhada do Sul,4,2,4,3,2,4,-,-,-,2,2,1,2,8,2,4,4,3,2,6,55
430692 Engenho Velho,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
430695 Entre Rios do Sul,-,1,-,-,1,-,-,-,1,2,-,-,2,-,-,1,-,-,-,-,8
430693 Entre-Iju�s,-,-,3,-,-,1,-,-,1,-,2,-,-,-,-,-,-,-,-,1,8
430697 Erebango,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2
430700 Erechim,1,4,8,4,7,11,15,23,12,7,10,10,14,15,13,9,18,15,15,16,227
430705 Ernestina,-,-,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,3
430720 Erval Grande,1,-,-,1,-,-,1,2,1,1,-,-,-,-,-,-,-,-,-,-,7
430730 Erval Seco,1,-,-,-,-,-,-,1,-,2,-,-,3,2,1,-,-,-,-,1,11
430740 Esmeralda,2,2,-,1,5,-,-,-,-,2,-,1,1,1,-,1,-,-,-,1,17
430745 Esperan�a do Sul,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
430750 Espumoso,1,-,-,1,1,-,4,1,-,-,-,1,-,-,-,1,1,-,1,2,14
430755 Esta��o,-,-,1,1,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,5
430760 Est�ncia Velha,2,2,-,4,1,7,2,1,2,2,1,3,-,-,1,-,1,1,7,1,38
430770 Esteio,12,10,14,10,14,12,14,13,12,24,17,12,14,7,1,-,-,-,6,15,207
430780 Estrela,1,1,2,1,3,2,2,-,2,1,1,1,1,1,1,1,3,-,5,4,33
430781 Estrela Velha,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,2
430783 Eug�nio de Castro,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2
430786 Fagundes Varela,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2
430790 Farroupilha,8,7,5,1,6,10,3,2,3,5,7,2,3,4,4,6,7,8,4,12,107
430800 Faxinal do Soturno,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,1,-,-,5
430805 Faxinalzinho,-,1,1,-,-,2,-,-,-,1,-,1,-,1,-,-,-,-,-,-,7
430807 Fazenda Vilanova,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
430810 Feliz,-,-,1,-,-,1,1,-,-,1,1,1,-,-,-,1,-,-,-,-,7
430820 Flores da Cunha,1,1,-,3,-,3,1,2,4,-,-,2,-,1,-,2,3,1,3,3,30
430830 Fontoura Xavier,3,1,1,3,-,3,-,-,2,1,2,-,3,2,3,1,2,1,-,1,29
430840 Formigueiro,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,2
430843 Forquetinha,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,2
430845 Fortaleza dos Valos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
430850 Frederico Westphalen,5,2,1,3,3,4,4,2,4,6,5,4,3,3,7,-,-,2,-,2,60
430860 Garibaldi,-,-,-,1,2,-,1,-,-,5,1,1,1,3,-,-,1,2,-,-,18
430870 Gaurama,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,-,-,-,-,4
430880 General C�mara,1,1,1,-,-,-,-,-,2,-,-,-,1,-,-,1,-,-,1,-,8
430885 Gentil,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
430890 Get�lio Vargas,-,-,1,-,1,1,-,1,1,-,2,-,2,1,-,1,2,1,4,1,19
430900 Giru�,1,2,-,3,2,2,1,2,1,1,1,1,-,-,-,-,-,-,-,1,18
430905 Glorinha,-,-,-,-,-,-,-,1,-,-,-,-,1,1,-,1,1,-,-,-,5
430910 Gramado,3,2,1,2,-,4,2,1,-,-,-,2,-,-,2,2,1,-,-,-,22
430912 Gramado dos Loureiros,-,-,-,-,-,-,-,-,-,-,1,-,1,-,4,-,-,-,-,-,6
430915 Gramado Xavier,-,-,1,1,-,-,-,-,1,1,-,-,-,-,2,-,-,-,1,-,7
430920 Gravata�,21,19,23,23,26,28,39,16,27,25,23,45,50,33,35,56,42,57,68,66,722
430930 Gua�ba,12,8,10,14,18,17,17,23,32,15,32,27,23,34,32,29,29,21,19,33,445
430940 Guapor�,2,-,2,2,1,1,-,2,-,2,-,1,-,5,1,-,1,1,1,1,23
430950 Guarani das Miss�es,1,-,-,-,2,-,2,1,1,-,-,1,-,-,-,-,-,-,-,2,10
430955 Harmonia,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
430710 Herval,-,-,3,3,1,-,-,1,1,-,1,-,4,-,-,-,-,-,-,-,14
430957 Herveiras,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
430960 Horizontina,2,2,2,1,1,1,-,-,1,-,1,1,-,-,-,1,-,-,-,1,14
430965 Hulha Negra,2,-,-,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,6
430970 Humait�,-,1,-,-,1,2,-,-,1,-,-,-,-,-,2,2,1,-,-,-,10
430975 Ibarama,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,3
430980 Ibia��,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
430990 Ibiraiaras,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,-,-,-,3
430995 Ibirapuit�,-,-,-,-,1,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,3
431000 Ibirub�,-,-,1,-,-,1,1,1,1,1,-,-,-,1,-,1,1,-,-,-,9
431010 Igrejinha,1,5,-,1,4,4,1,1,4,1,2,1,1,1,-,-,2,1,1,3,34
431020 Iju�,3,5,1,4,8,8,7,8,4,6,2,3,4,2,8,4,5,6,3,-,91
431030 Il�polis,1,-,-,1,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,5
431033 Imb�,-,-,-,-,1,-,1,-,-,-,-,-,1,3,1,-,1,5,4,7,24
431036 Imigrante,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
431040 Independ�ncia,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,2
431043 Ip�,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,1,2,-,5
431050 Ira�,1,3,-,-,-,1,-,-,2,2,2,-,1,-,-,1,-,-,-,-,13
431053 Itaara,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,4
431055 Itacurubi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
431057 Itapuca,1,-,-,-,-,-,-,2,-,-,2,1,-,-,1,-,-,2,-,1,10
431060 Itaqui,2,2,1,1,2,2,5,5,2,6,3,6,4,3,2,1,1,1,3,-,52
431065 Itati,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,1,-,-,4
431070 Itatiba do Sul,-,-,-,1,-,2,1,3,1,-,2,-,-,1,1,1,2,2,2,-,19
431080 Ivoti,-,-,-,1,-,2,1,-,-,2,-,-,-,1,1,-,-,-,1,-,9
431085 Jaboticaba,-,1,2,1,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,7
431087 Jacuizinho,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2
431090 Jacutinga,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1
431100 Jaguar�o,-,3,5,-,-,-,2,1,1,1,1,-,-,-,1,-,-,-,-,-,15
431110 Jaguari,1,-,-,-,-,-,-,-,1,-,2,-,1,-,-,1,-,-,-,-,6
431112 Jaquirana,1,-,1,1,-,1,-,-,2,-,-,1,1,1,-,-,1,-,-,-,10
431113 Jari,-,2,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,5
431115 J�ia,-,3,2,-,1,1,1,-,1,1,2,1,-,-,1,1,-,-,-,3,18
431120 J�lio de Castilhos,1,2,2,-,-,4,1,2,1,-,-,1,2,2,-,-,2,1,-,-,21
431123 Lagoa Bonita do Sul,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
431130 Lagoa Vermelha,6,7,2,1,3,2,3,2,2,2,-,1,1,2,4,-,-,2,2,-,42
431125 Lago�o,-,-,-,-,-,1,1,2,-,-,1,1,-,-,1,2,-,1,-,1,11
431140 Lajeado,7,6,7,12,18,10,14,8,19,12,7,13,12,5,7,9,11,7,27,17,228
431142 Lajeado do Bugre,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,2
431150 Lavras do Sul,-,2,1,-,1,-,-,-,-,-,-,-,1,-,1,-,-,3,-,-,9
431160 Liberato Salzano,-,1,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,1,-,1,7
431171 Ma�ambar�,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
431170 Machadinho,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2
431173 Mampituba,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-,-,-,1,-,-,4
431175 Manoel Viana,1,1,-,-,-,1,2,-,-,1,1,1,-,-,-,1,-,-,-,1,10
